0	0	a	MS vs 구글…5년 특허 전쟁 끝냈다 마이크로소프트와 구글, IT 업계의 거인이 5년에 걸쳐 스마트폰이나 게임기를 둘러싼 수많은 특허 침해 소송 전쟁이 마침내 종결됐다. 양사의 특허 침해 소송은 마이크로소프트가 구글 산하이던 모토롤라모빌리티(Motorola Mobility)의 스마트폰이 자사 보유 특허와 관련한 특정 기능을 사용한다며 기능 사용 정지를 요구하는 금지 소송을 제기하면서 시작됐다. 이에 대해 구글은 마이크로소프트의 게임기 엑스박스에 대해 모토로라가 보유한 특허를 무단 사용했다며 특허 사용료를 요구하며 응전했다. 양사는 미국과 독일 법원에 소송 20건을 제기하는 특허 전쟁 상태에 들어갔다. 하지만 올해 9월 30일 진흙탕 싸움의 양상을 띠던 이 특허 전쟁이 드디어 끝난 것이다. 이에 따라 양사는 특허 침해 소송을 모두 취하했다. 마이크로소프트와 구글이 짧게 낸 공동 성명에는 양사는 특허 분쟁 합의에 도달했다는 점을 기쁘게 생각하며 합의에 따라 양사는 지금까지의 특허 소송을 취하 또는 특정 특허 사항에 대해 서로 협력해 앞으로 사용자 이익에 기여하기로 합의했다고 발표했다. 이번 특허 소송 취하에 대해 양사의 크로스 라이선스 합의가 있었는지 금전적 지급이 있었는지에 대한 정보는 알려지지 않았다. 하지만 마이크로소프트와 구글이 공동 성명을 통해 밝힌 사용자의 이익에 공헌하는 분야는 양사가 아마존, 넷플릭스 등과 결성한 오픈미디어얼라이언스(Alliance for Open Media)의 설립 목적인 차세대 동영상 압축과 전달 기술 개발로 예상해볼 수 있다는 분석이다. 이에 따라 스마트폰이나 PC에서의 스트리밍 콘텐츠를 발전시켜나갈 것으로 기대해볼 수 있다는 것이다. 관련 내용은 이곳에서 확인할 수 있다. 
1	0	a	구글, 광고차단 기술 확산에 맞서다 모바일에서 광고차단 기술이 확산하는 가운데 광고로 먹고 사는 구글의 저항 움직임이 시작됐다. 구글은 7일(현지시각) 공식블로그를 통해 콘텐츠 제작자들이 모바일용 웹페이지를 간편하게 만드는 프레임워크 '액셀러레이티드모바일페이지(AMP) HTML'를 공개했다. 구글의 AMP HTML은 기존 웹 기술을 추려서 가벼운 모바일용 웹페이지를 만들 수 있게 해주는 프레임워크로 요약된다. 이는 구글이 모바일웹의 성능을 끌어올리기 위해 추진하는 오픈소스 프로젝트 AMP 이니셔티브에 활용될 전망이다. 구글은 "우리는 스마트 광고를 포함한 동영상, 애니메이션, 그래픽같은 풍부한 콘텐츠를 즉시 불러내 구동할 수 있는 풍부한 콘텐츠 기반의 웹페이지를 원하고, 동시에 사용자들의 다양한 모바일 기기와 플랫폼에 표시될 수 있는 단일 코드를 원한다"고 밝혔다. 구글은 AMP HTML 프레임워크를 통해 더 빠른 모바일 웹페이지를 제공할 수 있다고 강조했다. 그 예시로 구글 검색 결과에 적용된 AMP 기반 뉴스 콘텐츠를 선보였다. 모바일 검색에서 화성(mars)을 검색하자 AMP 형식의 뉴욕타임스, 워싱턴포스트, 가디언 등 주요 영어권 매체의 기사가 맨 위에 나타난다. 구글은 콘텐츠 유통업체 30여곳이 이 프로젝트에 참여 중이라며 추후 콘텐츠 유통업체 및 기술기업과의 협력 규모 확대를 예고했다. 또 트위터, 핀터레스트, 워드프레스닷컴, 차트비트, 파슬리, 어도비애널리틱스, 링크드인 등은 AMP HTML 프레임워크에 동참하는 기술 파트너 명단에 이름을 올렸다. 구글 측은 기술파트너와 함께 콘텐츠 유통사가 원하는 수익화 및 수용자 반응 분석을 위한 기술을 개발해 AMP 프로젝트에 반영하겠다고 예고했다. 또 다양한 지역 환경에서 AMP 기반 콘텐츠가 배포될 수 있도록 돕는 고성능 글로벌 캐시 서버를 누구에게나 무료로 개방할 계획이라고 언급했다. 구글은 또 사이트 운영자들이 AMP HTML을 사용하더라도 기존 광고네트워크에 대한 선택권을 보장받는 동시에 사용자경험을 흐트리지 않는다면 어떤 (광고) 포맷이든 수용될 것이라고 설명했다. 광고뿐아니라 구독과 유료서비스 장치(paywalls)를 지원하는 것도 프로젝트의 또다른 핵심 목표라고 덧붙였다. 공식블로그 설명만 놓고 볼 때 AMP의 표면적인 명분은 더 빠른 모바일 웹, 더 나은 사용자 경험, 더 많이 보장되는 콘텐츠 배포 가능성이다. 기술적인 설명으로 들어가면 뉘앙스가 좀 달라진다. AMP는 최근 애플 iOS를 필두로 한 모바일 세계의 웹 광고 차단 흐름에 대응하려는 성격이 강해 보인다. 최신 iOS는 사파리에서 웹 광고를 차단하는 기술을 포함했다. 앱에 띄우는 광고는 허용한다. 광고로 먹고 사는 구글에겐 이런 시도가 위협적일 수 있다. 하지만 광고 차단 기술은 다른 브라우저 확장기능에도 인기가 많다. 광고를 걸러내는만큼 웹사이트를 빨리 표시해 주기 때문이다. 사람들은 언제나 더 빠른 모바일웹을 원한다. 광고 차단 기능을 쓰는 게 손쉬운 방법이다. 콘텐츠 제작자와 유통업체들은 이 경우 수익화에 어려움을 겪게 된다. 콘텐츠 제작이 활발해지지 않으면 구글같은 검색 업체도 사정이 나빠질 수 있다. 구글이 AMP 프로젝트를 시작한 이유도 여기에 있는 듯하다. 여기에 투영된 구글의 야심은 단순한 태그를 중심으로 모바일웹 콘텐츠 제작 환경을 재편하려는 시도다. 기술적으로는 너무 복잡하다는 지적도 제기된다. 자바스크립트와 웹컴포넌트와 구글 전용의 요소 및 속성에 과도하게 의존한다는 의미다. 하위호환성 문제가 생길 수 있다는 우려다. 
2	0	a	F5네트웍스-파이어아이, ADC에 보안기능 이식 F5네트웍스가 제공하고 있는 애플리케이션딜리버리컨트롤러(ADC)에 파이어아이가 확보하고 있는 네트워크 보안 기술이 접목된다. 두 회사는 전략적 파트너십을 체결해 지능형 보안위협에 대응할 계획이라고 6일 밝혔다. ADC는 사용자들이 애플리케이션을 속도 저하 없이 사용할 수 있도록 네트워크를 안정적으로 운영하기 위해 최적의 경로로 트래픽을 송수신하는 '로드밸런싱' 역할을 한다. 그동안 F5네트웍스가 구축한 ADC 인프라에 파이어아이 보안솔루션을 통합해 제공할 수 있게 된 것이다. 구체적으로 파트너십을 통해 ADC 인프라에 필요한 콘텐츠 보안이 강화된다. 네트워크 분리화, DDoS 공격 완화, SSL 탐지, 지능형 위협 보안, 위협 인텔리전스, 디지털 포렌식 및 분석 등 기능이 제공된다는 설명이다. 조원균 F5네트웍스 코리아 지사장은 "증가하는 보안위협 환경의 복잡성과 더불어 클라우드, 모빌리티, IoT 같은 최신 트렌드는 아태지역에서 보안에 대한 접근 자체의 변화를 필요로 한다"며 "파트너십이 단순히 ADC와 네트워크 보안의 기술 통합을 넘어서 아태지역 기업들에게 급증하고 있는 복잡한 보안 위협을 해결할 수 있도록 할 것"이라고 말했다. 전수홍 파이어아이 지사장은 "파트너십은 비즈니스를 지원하는 IT성장과 보안에 적합하며 아태지역 전반에 걸쳐 우리 고객의 핵심적인 비즈니스 문제를 해결할 것"이라고 밝혔다. 
3	0	a	애플, 휴대전화 칩 특허침해… 10조원 배상 위기 미 배심원단 "위스콘신대 특허침해"… 배상액 산정 절차 진행 예정 (샌프란시스코=연합뉴스) 임화섭 특파원 = 세계 시가총액 제1위 기업 애플이 미국 위스콘신대가 보유한 휴대전화 칩에 관한 특허를 침해했다고 미국 연방지방법원 배심원단이 13일(현지시간) 판단했다. 미국 위스콘신 서부 연방지방법원의 배심원단은 이날 위스콘신 동문 연구재단(WARF)이 애플을 상대로 낸 특허침해 손해배상 소송에서 문제가 된 특허가 유효하다고 선언했다. 이에 따라 배심원단은 이 특허침해에 따른 손해배상액을 산정하는 절차를 진행할 예정이다. WARF는 휴대전화에 들어가는 칩의 효율을 높이는 특허를 1998년 냈으며, 애플이 이 특허를 침해했다며 2014년 1월 소송을 제기했다. 재판장인 윌리엄 콘리 판사는 만약 애플이 유효한 특허를 침해한 것으로 판명되면 최대 8억 6천240만 달러(약 9조 9천억 원)의 배상을 해야 할 수도 있다고 그간 밝혀 왔다. 문제가 된 칩은 아이폰 5s, 6, 6s와 일부 아이패드 버전들에 포함된 A7, A8, A8X다. 애플은 그간 해당 특허가 무효라는 주장을 펴 왔으며, 미국특허상표청(USPTO)에 해당 특허의 유효성을 재검토하도록 요청했으나 올해 4월 이 요청은 기각됐다. WARF는 2008년 똑같은 특허로 인텔을 상대로 소송을 제기했으나, 이 소송은 배심원단 재판이 열리기 전날 합의로 해결됐다. WARF는 지난달에는 아이폰 6s, 6s 플러스, 아이패드 프로에 포함된 애플의 최신형 A9, A9X 칩도 특허를 침해했다며 애플을 상대로 제2차 소송을 냈다. 
4	1	a	[GamDory] 스마트폰 게임, 놈4 로 평정하겠다! 게임빌, 놈4 출시   게임빌이 모바일게임  놈4 로 국내 외 스마트폰 시장 공략에 속도를 내고 있다. 게임빌(대표 송병준)은 자사의 유명 게임  NOM: Billion year Timequest(이하  NOM ) 를 해외 애플 앱스토어에 출시했다고 밝혔다. 앞서 T스토어에 공개됐던  놈4 는 높은 인기를 누리고 있다. 지난 2003년 첫선을 보인  놈 시리즈 는 휴대폰을 4방향으로 돌린다는 발상의 전환적인 아이디어로 지금까지 장수 브랜드로 성장하며 큰 사랑을 받아 왔다. 원버튼 순수 창작 게임으로 유명한  놈 시리즈 가 스마트폰 게임으로 출시되어야 한다는 유저들의 바람이 컸던 만큼 게임빌은  놈4 로 모바일게임 시장에서 확고한 입지를 구축한다는 계획이다.애플 앱스토어용  NOM 은 아이폰 특유의 크기와 화면 비율에 맞춰 휴대폰을 돌리는 재미를 극대화 한 것이 특징이다. 특히 게임의 배경으로 사용된 LED 레트로 스타일의 그래픽과 생생한 배경음 등은 원버튼 게임 특유의 빠른 게임 진행과 함께 시 청각적 재미를 더했다는 평을 얻고 있다. 게임빌 마케팅실의 우상진 팀장은  초반에도 불구하고 애플 앱스토어의 많은 유저들이  놈 의 기발한 플레이 방법과 독특한 세계관에 담긴 풍자, 유머 등에 큰 호응을 보내고 있다. 국내에 이어 해외에서도 게임빌의 독창성을 알리는 계기가 될 것 이라고 말했다. NOM 은 애플 앱스토어 내의 액션, 아케이드 장르를 통해 서비스 되고 있다. 한국에 이어 일본 시장에서도 인기를 모았던  놈 시리즈 가 애플 앱스토어 시장에서도 위력을 발휘할 수 있을지 주목 된다. 
5	1	a	서버 꽉찬 테라 흥행 예감, 레벨 아이템보다 작동 중시   게임세상4년여 동안 400억원이 넘는 투자금액에  리니지2  제작진 출신이 투입돼 탄생한 게임  테라 가 오고 있다. 서비스 시작 전부터 이용자들의 관심이 높다. 이용자가 게임서버를 미리 선택하는 사전마케팅을 시작하자, 먼저 공개된 7개의 서버가 7시간 만에 마감됐다. 현재 10만명 가까운 이용자가 게임에 미리 접속한 것으로 보인다. 뜻 맞는 이용자끼리 게임을 함께 즐기는 온라인게임 내 공동체  길드 도 1만개 넘게 만들어졌다. 이용자가 열광하는 이유는 기존의 정형성을 깨뜨린 혁신성 때문이다. 기존 게임들에선 캐릭터 레벨이 가장 중요한 요소다. 레벨은  신분제 로, 대부분 온라인게임에선 레벨이 높은 이용자가 기득권을 차지하고 낮은 이용자는 재미를 맛보기 어렵다. 테라는 레벨과 아이템보다 조작과 액션을 강조했다. 기존 게임은 마우스 조작으로 레벨을 키우는 방식이지만, 테라는 키보드와 마우스로 캐릭터를 자유롭게 움직여 게임을 진행해야 한다. 레벨이 높더라도 조작이 미숙하면 전투에서 승리할 수 없다. 대신 조작만 잘하면 자신보다 강력한 적을 상대로 한번도 안 맞고 게임을 끝낼 수 있을 정도다. 훨씬 빠르고 역동적인 전투가 펼쳐지게 된다. 한손엔 담배, 한손엔 마우스로는 적응이 힘들다. 레벨이 높은 이용자가 아니라 조작을 잘하는 이용자가 인정받으면서, 게임은 빠르고 역동적으로 변했다. 조작 패턴도 다양하다. 실제 전투와 마찬가지로 거리와 방향, 공격 타이밍을 섬세하게 조작해야 한다. 권력자가 횡포를 부리는 환경도 막았다. 힘을 가진 강자가 온라인세계를 지배하는 구조를 개선하고, 이용자들이 모두 정치에 참여할 수 있는 민주제도가 기본이다. 지도자는 일반 이용자들의 의견을 반영해 게임 속 세율을 정해야 하고, 돈 많은 부자 캐릭터가 더 많은 세금을 내야 하는 누진세를 도입했다. 이용자들의 투표에 의해 최고 권력자인 집정관이 선출되고, 연합 의원들을 선출해 집정관을 견제하고 각종 정책을 결정하게 된다. 각각의 정치세력은 대립구도를 형성하면서 세력을 확장한다. 이용자간 협동도 중요해졌다. 예를 들어 검투사가 상대를 유인하면 창기사는 방패로 적을 막고, 사제는 아군의 체력을 높여주는 역할을 한다. 강한 캐릭터 위주의 전투방식에서 벗어나, 팀원 전체가 유기적으로 움직여야 한다. 화려한 그래픽도 볼거리다.  언리얼3 엔진 으로 만들어 화면이 생동감 넘치고, 캐릭터의 표정과 움직임까지 세밀하게 묘사했다. 작고 귀여운 동물부터 코끼리보다도 거대한 괴물까지 다양한 캐릭터들이 등장한다. 판타지 세계를 배경으로 인간, 포포리, 아만 등 6개의 종족과 검투사, 사제 등 8가지 직업을 선택할 수 있다. 적을 물리치고 얻은 보상은 다른 이용자와 나눈다. 폭력성이 높아 18살 이하의 청소년들은 즐길 수 없다. 오는 11일 아침 6시부터 공개서비스를 실시하며 테라 누리집에서 게임을 내려받아 무료로 즐길 수 있다. 
6	1	a	웹삼국지, 명예와 패권을 위한 패싸움?   전 세계 900만 유저가 즐기고 있는 웹삼국지 시즌2를 서비스중인 VTC Korea(대표 이용득)에서 최근 동맹의 패권과 최강자의 힘을 겨루는 패싸움을 업데이트 하여 눈길을 끈다.  웹삼국지 의 이번 신규 업데이트인 "동맹패권전"은 웹삼 천하의 동맹이 모여 자웅을 겨루는 컨텐츠로 게임 내의 획득 아이템인 "호부" 입찰을 통하여 "동맹패권전"에 참여할 수 있게 되며, "호부" 입찰 마감 시간을 기준으로 국가별 "호부" 입찰 순위 상위 30개 팀이 리그전에 돌입하게 된다. 국가별로 리그전을 치른 후 3개의 국가의 점수를 혼합하며 순위가 결정된 각 동맹은 이후 쟁탈전(토너먼트방식)으로 진출할 수 있으며, 최종 쟁탈전 순위에 따라서 푸짐한 보상과 게임 플레이로는 얻을 수 없는 스페셜 아이템도 덤으로 얻을 수 있다. 최근  웹삼국지 의 운영사인 VTC KOREA는 모든 고객과 함께 만들어가는 서비스의 일환으로 온라인 유저 간담회를 개최하여 유저들과 깊게 소통하고, 한 차원 높은 서비스를 실행하기 위한 의지를 보여주었다. 또한, 동맹패권전 외에도 웹게임 최초로 선보이는 각 서버간 유저들의 실력을 겨뤄볼 수 있는  서버통합대전  및 현성 보다 강력한  군성 기능이 업데이트에 예정되어 있으며, 계속적으로 유저들과 함께 만들어가는 게임이자 10년 이상가는 게임을 만들고자 최선에 노력을 다하겠다고 밝혔다. 보다 자세한 사항은 웹삼국지 홈페이지 (www.websam.co.kr) 에서 확인이 가능하다. 
7	1	a	레전드오브블러드, 사전공개시범테스트 일정 확정  EXC 게임즈는 자사에서 개발 및 서비스 준비 중인 정통 3D 한국형 MMORPG 레전드오브블러드의 사전공개시범 테스트를 5일부터 실시한다.이번 테스트에서는 길드를 생성할 수 있는 직업 로드(Lord)를 비롯한 총 3가지의 직업군의 선택이 가능하다. 또한 대규모 전투가 이루어지는 쟁탈지 우르칸 성채가 추가돼, 적게는 수십 명에서 많게는 수백 명에 이르는 유저들이 화끈한 대규모 전투를 즐길 수 있는 등 다양한 콘텐츠가 추가될 예정이다.이번 사전 공개 시범 테스트에 참가한 유저들에게는 테스트 기간 종료 후에도 자신의 캐릭터 및 아이템 데이터가 초기화되지 않고 유지되는 혜택이 주어진다. 또한, 사전 공개시범 테스트 시작일인 5일부터 최고급 PC, 모니터, 그래픽카드, 주유 상품권 등 푸짐한 경품 이벤트도 함께 진행될 예정이다.EXC 게임즈의 방수현 개발총괄이사는 "지난 2차 비공개 시범 테스트 당시 유저분들께서 좋은 반응을 보여주셔서 이번에도 기대가 크다"며, "한국형 MMORPG 영역에서 새로운 전설이 될 수 있도록 최선을 다할테니 많은 성원 부탁 드린다"고 말했다.한국형 MMORPG의 새로운 전설이라는 슬로건을 목표로 정식 서비스를 준비 중인 레전드오브블러드는 핵&슬래시 전투 타입과 길드 커뮤니케이션 중심의 게임성으로 정통 MMORPG 특유의 재미를 전한다는 평가를 받고 있다.EXC 게임즈는 여러 국내 주요 타이틀을 개발해 온 역량 있는 개발자들로 구성된 MMORPG 전문 개발사로, 2009년 10월에 설립됐다. 
8	2	a	당신의 결혼경쟁력은 몇등급? 사랑만으로 결혼하나요? 이번 설에 고향을 찾았다가  언제 결혼하느냐 는 친지들의 성화에 불편했을 미혼 남녀가 적지 않을 것이다. 사실 서른 살이 넘었다면 주변 사람들의 염려가 아니더라도 결혼에 대한 이런저런 걱정이 많을 것으로 보인다. 무엇보다 자신이 결혼 상대자로서 얼마나 경쟁력이 있는지 궁금할 듯하다. 최근 애플 앱스토어를 통해 출시된  사랑만으로 결혼하나요? 는 미혼 남녀라면 관심을 가져볼 만한 애플리케이션이다. 이 앱은 일종의 결혼경쟁력 측정 애플리케이션으로, 일부 결혼정보회사에서 상류층을 대상으로 실시하는 테스트와 달리 현실적인 기준으로 만들어졌다는 게 장점이다. 실제 통계자료를 기반으로 만들어진 만큼 배우자로서 자신이 부족한 게 무엇인지를 확인하는데 효과적이다. 이 앱은 외모 직업 수입 교육 가계 기타 6가지 분야에서 다양한 문항을 점검해 결혼경쟁력을 평가해준다. 또 측정된 결과는 종합 결혼등급과 점수 및 백분위를 그래프로 보여줘 한눈에 파악하기 쉽다. 이밖에 자신의 결혼경쟁력을 바탕으로 배우자의 프로필을 예상해주며, 자신이 결혼 상대자로서 가진 강점과 약점, 그리고 항목간 밸런스까지 파악할 수 있도록 도와준다. 이와 함께 경쟁력 있는 결혼등급을 만들기 위해 우선 노력해야 할 항목과 업그레이드 후 예상되는 자신의 프로필과 배우자 프로필을 보여줘 성취동기를 부여한다. 이처럼 다양한 기능을 갖춘 이 앱은 재미로 봐도 되지만 실제 소개팅이나 맞선에서 상대방을 선택하는데 일정부분 참고해도 좋을 듯하다.  
9	2	a	가연결혼정보, LG전자 임직원 결혼지원서비스 제공 결혼정보회사 가연대표 김영주, wwwgayeoncom이 LG전자 미혼 임직원들의 결혼지원에 나선다결혼정보회사 가연은 지난 27일부터 LG전자 미혼 임직원들을 대상으로 결혼정보회사 가연의 차별화된 결혼지원서비스를 제공한다고 1일 밝혔다 LG전자 임직원들은 메일로 공지된 가연결혼정보 임직원 전용 페이지를 통해 결혼 서비스를 신청 후 제공 받을 수 있게 된다가연의 관계자는 이번 제휴를 통해 LG전자 미혼 임직원만을 위한 전담 관리팀 구성은 물론 가연에서 운영 중인 온라인 셀프 매칭 사이트 안티싱글wwwantisinglecom 활동과 미팅파티 등 대대적인 서비스 제공 및 결혼 활동을 위한 적극적이고 다양한 서비스가 마련 될 것이라고 밝혔다가연결혼정보 김영주 대표는 사회적으로 만혼현상이 심각하게 대두되는 요즘 여러 기업체에서 미혼임직원들의 결혼을 위한 서비스 문의가 자주 들어온다라고 하며 이번 LG전자의 결혼지원서비스 제공을 통해 미혼임직원들의 복지 향상과 성혼을 위해 적극적으로 지원할 계획이다라고 전했다가연결혼정보는 이번 LG전자와의 제휴 체결 이외에도 대한공중보건의사협의회, 한국주택금융공사, 서울신문, MBpro, 홍익병원, 유미특허법인 등과의 결혼지원 서비스 제휴를 체결해 우수한 회원 유치와 회원들의 성혼을 위해 힘을 기울이고 있다 
